qnm,output_norm
0.01288,3643.874494
0.01289,3596.538866
0.0129,3645.884008
0.01291,3654.378947
0.01292,3489.270243
0.01293,3407.641498
0.01294,3683.712551
0.01295,3568.797773
0.01296,3638.980162
0.01297,3502.656883
0.01298,3672.265992
0.01299,3457.592713
0.013,3581.916397
0.01301,3388.963765
0.01302,3487.449393
0.01303,3347.021255
0.01304,3339.803644
0.01305,3492.66336
0.01306,3402.65
0.01307,3527.674494
0.01308,3525.958704
0.01309,3541.151619
0.0131,3668.768826
0.01311,3319.838057
0.01312,3527.940486
0.01313,3117.696154
0.01314,3320.237449
0.01315,3176.580567
0.01316,3101.37753
0.01317,3293.345547
0.01318,3156.425304
0.01319,3299.354251
0.0132,3133.818826
0.01321,3142.218016
0.01322,3365.28664
0.01323,3184.282794
0.01324,3197.439069
0.01325,3150.569838
0.01326,3424.945547
0.01327,3224.54251
0.01328,3109.725506
0.01329,3145.20749
0.0133,3066.801619
0.01331,3199.852632
0.01332,3136.896559
0.01333,3079.14332
0.01334,3208.896559
0.01335,2962.839879
0.01336,3047.768219
0.01337,3258.503239
0.01338,3211.875911
0.01339,3059.225101
0.0134,3229.3583
0.01341,3095.55587
0.01342,3019.188057
0.01343,3071.229757
0.01344,2945.34413
0.01345,3204.821457
0.01346,2919.493522
0.01347,2713.342308
0.01348,2941.615385
0.01349,2828.573684
0.0135,3049.30587
0.01351,2812.966194
0.01352,2889.595749
0.01353,2918.801822
0.01354,3018.990891
0.01355,2895.37753
0.01356,2988.605263
0.01357,2931.910121
0.01358,2611.202834
0.01359,2890.934211
0.0136,2786.873279
0.01361,2902.476721
0.01362,2928.634818
0.01363,2652.439069
0.01364,2885.160931
0.01365,2871.784008
0.01366,2680.461134
0.01367,2962.414575
0.01368,2705.695951
0.01369,2933.184615
0.0137,2827.103644
0.01371,2911.123887
0.01372,2708.945547
0.01373,2739.713968
0.01374,2863.05668
0.01375,2593.288057
0.01376,2861.92915
0.01377,2630.377935
0.01378,2747.975709
0.01379,2755.08502
0.0138,2687.836842
0.01381,2518.373482
0.01382,2669.717814
0.01383,2664.414777
0.01384,2789.439676
0.01385,2465.820243
0.01386,2683.90081
0.01387,2860.057085
0.01388,2669.97915
0.01389,2728.600405
0.0139,2548.637652
0.01391,2480.381781
0.01392,2786.912146
0.01393,2572.920445
0.01394,2676.793117
0.01395,2717.781781
0.01396,2386.168219
0.01397,2640.40587
0.01398,2665.053239
0.01399,2494.537652
0.014,2700.201215
0.01401,2343.951619
0.01402,2392.300405
0.01403,2498.401822
0.01404,2554.57085
0.01405,2533.534818
0.01406,2574.312753
0.01407,2510.97834
0.01408,2332.951215
0.01409,2619.831781
0.0141,2634.277935
0.01411,2584.016397
0.01412,2363.651822
0.01413,2319.453644
0.01414,2759.55749
0.01415,2679.28583
0.01416,2300.902024
0.01417,2549.792915
0.01418,2606.154858
0.01419,2573.689069
0.0142,2507.302834
0.01421,2546.65749
0.01422,2576.346559
0.01423,2262.868623
0.01424,2470.454656
0.01425,2497.607692
0.01426,2577.201012
0.01427,2418.634008
0.01428,2555.431984
0.01429,2313.548785
0.0143,2389.998583
0.01431,2636.275101
0.01432,2357.812551
0.01433,2493.147571
0.01434,2384.931984
0.01435,2298.245547
0.01436,2303.484615
0.01437,2479.434818
0.01438,2469.109919
0.01439,2387.598381
0.0144,2337.794534
0.01441,2311.982186
0.01442,2404.087045
0.01443,2385.030567
0.01444,2248.401619
0.01445,2304.300405
0.01446,2462.109312
0.01447,2111.457692
0.01448,2308.231984
0.01449,2501.834818
0.0145,2306.091296
0.01451,2162.009717
0.01452,2190.977328
0.01453,2356.554656
0.01454,2143.553846
0.01455,2276.272267
0.01456,2099.907895
0.01457,2231.756275
0.01458,2212.77166
0.01459,2074.005668
0.0146,2093.536235
0.01461,2161.177328
0.01462,2262.43664
0.01463,2354.576721
0.01464,2088.808907
0.01465,2232.854858
0.01466,2341.069028
0.01467,2099.715789
0.01468,2162.182794
0.01469,2106.137854
0.0147,2114.13664
0.01471,2280.323077
0.01472,2031.762146
0.01473,2031.122065
0.01474,2094.388057
0.01475,2134.181579
0.01476,2153.488866
0.01477,2213.622267
0.01478,2111.976923
0.01479,2328.158907
0.0148,2127.400202
0.01481,1953.980304
0.01482,2167.72004
0.01483,2056.436032
0.01484,2009.937429
0.01485,2129.217206
0.01486,2170.727126
0.01487,2106.490081
0.01488,1989.26996
0.01489,1951.15247
0.0149,2155.295344
0.01491,2038.516397
0.01492,2216.895142
0.01493,2022.977045
0.01494,2114.101619
0.01495,2120.818219
0.01496,2069.039069
0.01497,2110.737652
0.01498,2187.760729
0.01499,2190.733198
0.015,1976.53087
0.01501,1883.485769
0.01502,2269.193522
0.01503,2137.025506
0.01504,1946.471356
0.01505,1963.99581
0.01506,1947.537166
0.01507,1878.462571
0.01508,2136.441903
0.01509,2117.861134
0.0151,2038.450607
0.01511,1922.840162
0.01512,2013.0817
0.01513,2025.488664
0.01514,2005.390668
0.01515,2000.55419
0.01516,1884.132409
0.01517,1944.301316
0.01518,2082.656883
0.01519,1859.19666
0.0152,2026.303239
0.01521,2118.457287
0.01522,1999.134109
0.01523,2240.726518
0.01524,1974.689615
0.01525,2044.722672
0.01526,2018.153381
0.01527,1865.319636
0.01528,2001.504312
0.01529,1913.269757
0.0153,1901.214534
0.01531,1939.115486
0.01532,1974.83
0.01533,1910.892753
0.01534,1961.480587
0.01535,1971.285425
0.01536,1938.939737
0.01537,2083.282186
0.01538,1845.274555
0.01539,1855.190445
0.0154,2001.868644
0.01541,1848.647247
0.01542,1752.916255
0.01543,1866.066194
0.01544,1954.546316
0.01545,1837.490243
0.01546,1962.630547
0.01547,1933.48749
0.01548,1980.913765
0.01549,2002.18417
0.0155,1933.653219
0.01551,2011.251559
0.01552,2090.790081
0.01553,1794.071275
0.01554,1892.03085
0.01555,2026.821862
0.01556,1975.781518
0.01557,1849.767854
0.01558,1851.528644
0.01559,1906.154332
0.0156,2023.113259
0.01561,1865.170445
0.01562,1728.790223
0.015629999,1784.768502
0.01564,2107.560931
0.01565,1782.926174
0.015659999,1906.983846
0.01567,1947.198785
0.01568,1984.121964
0.015690001,1866.219717
0.015699999,2000.714514
0.01571,1838.47419
0.01572,1839.426012
0.015729999,1809.693158
0.01574,1766.374109
0.01575,2055.201417
0.015760001,1674.167611
0.015769999,1846.497571
0.01578,1948.692996
0.015790001,1850.594271
0.015799999,1958.171984
0.01581,1820.89832
0.01582,1716.665506
0.015830001,1701.363785
0.01584,1773.986194
0.01585,1865.775547
0.015860001,1919.80417
0.015869999,1781.376518
0.01588,1961.989453
0.01589,1813.874656
0.015900001,1932.63251
0.01591,1830.663644
0.01592,1810.494393
0.015930001,1689.887571
0.015939999,1806.47413
0.01595,1853.325567
0.01596,1756.788239
0.015969999,1920.262389
0.01598,1754.297105
0.01599,1739.777328
0.016000001,1708.86083
0.016009999,1776.362267
0.01602,1862.838988
0.016030001,1791.318826
0.016039999,1764.886518
0.01605,1724.915142
0.01606,1861.592186
0.016070001,1784.539474
0.01608,1816.775061
0.01609,1779.158117
0.016100001,1873.583927
0.016109999,1793.841923
0.01612,1702.56085
0.01613,1673.578117
0.016140001,1744.832794
0.01615,1703.188198
0.01616,1842.791437
0.016170001,1925.326215
0.016179999,1834.817794
0.01619,1736.089413
0.0162,1570.868704
0.016209999,1779.073947
0.01622,1779.593502
0.01623,1665.506397
0.016240001,1608.484251
0.016249999,1734.366943
0.01626,1586.405324
0.01627,1861.533806
0.016279999,1614.846134
0.01629,1804.567409
0.0163,1672.223502
0.016310001,1649.441579
0.016319999,1656.983866
0.01633,1825.663765
0.016340001,1830.971599
0.016349999,1625.202976
0.01636,1714.079534
0.01637,1638.289534
0.016380001,1710.938522
0.01639,1723.881781
0.0164,1683.215405
0.016410001,1816.646862
0.016419999,1617.117206
0.01643,1636.689534
0.01644,1565.18666
0.016450001,1791.497976
0.01646,1754.498502
0.01647,1698.615972
0.016480001,1460.500405
0.016489999,1697.337814
0.0165,1622.442328
0.01651,1612.647206
0.016519999,1628.229858
0.01653,1694.05253
0.01654,1698.333502
0.016550001,1624.441721
0.016559999,1633.268968
0.01657,1635.039474
0.016580001,1577.019474
0.016589999,1781.05002
0.0166,1638.619899
0.01661,1706.455709
0.016620001,1744.092409
0.01663,1753.347915
0.01664,1597.046943
0.016650001,1573.630121
0.016659999,1495.101721
0.01667,1609.744332
0.01668,1653.510486
0.016690001,1539.773522
0.0167,1523.208765
0.01671,1616.446619
0.016720001,1695.926377
0.016729999,1530.035526
0.01674,1831.228441
0.01675,1655.297368
0.016759999,1580.26753
0.01677,1579.554636
0.01678,1535.678198
0.016790001,1633.345263
0.016799999,1664.493117
0.01681,1507.257773
0.01682,1671.554008
0.016829999,1653.040364
0.01684,1540.465729
0.01685,1487.067065
0.016860001,1485.251599
0.016869999,1615.933259
0.01688,1551.325263
0.016890001,1480.755526
0.016899999,1644.736842
0.01691,1592.801822
0.01692,1478.612955
0.016930001,1557.089919
0.01694,1495.707126
0.01695,1596.091883
0.016960001,1424.584028
0.016969999,1622.352915
0.01698,1494.853684
0.01699,1679.647348
0.017000001,1638.755951
0.01701,1574.42502
0.01702,1529.291741
0.017030001,1563.319777
0.017039999,1764.039251
0.01705,1593.838745
0.01706,1526.469332
0.017069999,1634.731984
0.01708,1541.431599
0.01709,1358.061417
0.017100001,1678.067874
0.017109999,1353.21336
0.01712,1774.497854
0.017130001,1374.258117
0.017139999,1386.42253
0.01715,1486.941964
0.01716,1595.119676
0.017170001,1502.149474
0.01718,1538.383077
0.01719,1394.501032
0.017200001,1481.057753
0.017209999,1440.97085
0.01722,1455.272713
0.01723,1601.858725
0.017240001,1538.461538
0.01725,1468.382004
0.01726,1527.739919
0.017270001,1568.21247
0.017279999,1495.468502
0.01729,1493.947267
0.0173,1397.748623
0.017309999,1421.696741
0.01732,1340.339453
0.01733,1625.292996
0.017340001,1512.302915
0.017349999,1370.43664
0.01736,1498.508381
0.01737,1650.163441
0.017379999,1367.405101
0.01739,1514.190648
0.0174,1468.573036
0.017410001,1429.133077
0.017419999,1432.956275
0.01743,1479.93498
0.017440001,1409.175263
0.017449999,1538.790648
0.01746,1343.779615
0.01747,1457.587186
0.017480001,1522.432085
0.01749,1429.169231
0.0175,1349.264757
0.017510001,1418.638036
0.017519999,1320.688502
0.01753,1405.652166
0.01754,1512.820445
0.017550001,1465.700891
0.01756,1462.430142
0.01757,1413.249899
0.017580001,1355.410283
0.017589999,1516.323947
