qnm,output_norm
0.01012,376.8418952
0.01013,388.1537769
0.01014,399.4333602
0.01015,395.3748387
0.01016,415.4046102
0.01017,407.0959274
0.01018,348.9023387
0.01019,373.2808199
0.0102,379.9355645
0.01021,441.6051478
0.01022,466.1290323
0.01023,397.1482124
0.01024,389.8942339
0.01025,393.6252016
0.01026,400.3376882
0.01027,389.5823118
0.01028,374.167043
0.01029,391.5534677
0.0103,404.3174597
0.01031,376.9550269
0.01032,376.0846237
0.01033,401.9457258
0.01034,463.6167742
0.01035,453.7410618
0.01036,374.4863978
0.01037,399.5855645
0.01038,381.2959946
0.01039,402.7259543
0.0104,404.3778763
0.01041,345.1487903
0.01042,403.5093683
0.01043,389.2815457
0.01044,358.8595699
0.01045,382.5066935
0.01046,384.5114919
0.01047,373.8299731
0.01048,363.4430242
0.01049,401.4256989
0.0105,326.6784677
0.01051,417.2290591
0.01052,446.9744892
0.01053,403.5646371
0.01054,333.3792876
0.01055,375.5005242
0.01056,368.1128495
0.01057,396.8971505
0.01058,387.9255376
0.01059,353.3093952
0.0106,405.2888172
0.01061,385.0257258
0.01062,375.9934543
0.01063,420.2229973
0.01064,384.9150806
0.01065,376.1072312
0.01066,424.2791935
0.01067,347.3288978
0.01068,378.8254839
0.01069,378.9872715
0.0107,369.7619355
0.01071,381.8028226
0.01072,379.0636425
0.01073,386.6706048
0.01074,381.7577823
0.01075,387.3331855
0.01076,389.2871371
0.01077,416.7283199
0.01078,380.2386156
0.01079,394.7977419
0.0108,372.6295296
0.01081,345.0892608
0.01082,390.1283199
0.01083,442.8016532
0.01084,347.471129
0.01085,364.5184543
0.01086,419.0497984
0.01087,325.7150806
0.01088,423.0205242
0.01089,363.7766263
0.0109,395.9646505
0.01091,433.1054973
0.01092,411.6059409
0.01093,339.3170968
0.01094,354.1047581
0.01095,356.0726344
0.01096,377.5285349
0.01097,347.0816935
0.01098,345.3988441
0.01099,390.3335618
0.011,405.076371
0.01101,349.5142473
0.01102,357.0361828
0.01103,383.8112231
0.01104,359.788172
0.01105,345.6377151
0.01106,363.0345565
0.01107,377.3397043
0.01108,371.5912231
0.01109,403.8714382
0.0111,348.7007124
0.01111,398.7455108
0.01112,349.6715591
0.01113,381.6322849
0.01114,390.0760753
0.01115,342.3699462
0.01116,391.2365591
0.01117,392.7604167
0.01118,365.044664
0.01119,394.637043
0.0112,336.9851747
0.01121,379.7043011
0.01122,354.7973522
